State,County,Month,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F)
Missouri,"Montgomery County, MO",3,52.4,34.94
Missouri,"Montgomery County, MO",4,63.96,44.87
Missouri,"Montgomery County, MO",5,73.38,55.28
Missouri,"Montgomery County, MO",6,82.4,65.22
Missouri,"Montgomery County, MO",7,87.78,70.15
Missouri,"Montgomery County, MO",8,87.78,68.44
Missouri,"Montgomery County, MO",9,79.05,58.36
Missouri,"Montgomery County, MO",10,67.09,47.25
Missouri,"Montgomery County, MO",11,53.42,36.33
Missouri,"Montgomery County, MO",12,39.97,25.41
Missouri,"Montgomery County, MO",,63.68,46.13
Missouri,"Morgan County, MO",1,37,21.85
Missouri,"Morgan County, MO",2,42.63,25.94
Missouri,"Morgan County, MO",3,54.4,35.52
Missouri,"Morgan County, MO",4,65.15,44.63
Missouri,"Morgan County, MO",5,74.02,54.99
Missouri,"Morgan County, MO",6,83.02,65.06
Missouri,"Morgan County, MO",7,88.62,70.14
Missouri,"Morgan County, MO",8,88.33,68.16
Missouri,"Morgan County, MO",9,79.42,57.97
Missouri,"Morgan County, MO",10,67.8,46.86
Missouri,"Morgan County, MO",11,54.28,35.94
Missouri,"Morgan County, MO",12,41.24,25.45
Missouri,"Morgan County, MO",,64.76,46.14
Missouri,"New Madrid County, MO",1,43,28.27
Missouri,"New Madrid County, MO",2,48.19,31.94
Missouri,"New Madrid County, MO",3,58.44,39.82
Missouri,"New Madrid County, MO",4,68.77,48.74
Missouri,"New Madrid County, MO",5,78.09,60.16
Missouri,"New Madrid County, MO",6,86.6,69.71
Missouri,"New Madrid County, MO",7,89.55,73.12
Missouri,"New Madrid County, MO",8,89.86,70.42
Missouri,"New Madrid County, MO",9,83.11,60.66
Missouri,"New Madrid County, MO",10,71.83,49.61
Missouri,"New Madrid County, MO",11,58.81,40.04
Missouri,"New Madrid County, MO",12,46.54,30.99
Missouri,"New Madrid County, MO",,68.66,50.38
Missouri,"Newton County, MO",1,42.61,25.85
Missouri,"Newton County, MO",2,48.25,30.05
Missouri,"Newton County, MO",3,58.3,38.24
Missouri,"Newton County, MO",4,67.19,46.18
Missouri,"Newton County, MO",5,75.34,56.68
Missouri,"Newton County, MO",6,83.66,66.26
Missouri,"Newton County, MO",7,89.44,70.93
Missouri,"Newton County, MO",8,89.73,69.47
Missouri,"Newton County, MO",9,81.07,59.93
Missouri,"Newton County, MO",10,70.21,49.17
Missouri,"Newton County, MO",11,57.44,38.37
Missouri,"Newton County, MO",12,45.88,28.55
Missouri,"Newton County, MO",,67.52,48.4
Missouri,"Nodaway County, MO",1,30.23,15.9
Missouri,"Nodaway County, MO",2,35.51,20.11
Missouri,"Nodaway County, MO",3,50.04,31.89
Missouri,"Nodaway County, MO",4,62.78,42.54
Missouri,"Nodaway County, MO",5,73.05,53.5
Missouri,"Nodaway County, MO",6,82.84,63.72
Missouri,"Nodaway County, MO",7,88.25,68.24
Missouri,"Nodaway County, MO",8,87.71,65.43
Missouri,"Nodaway County, MO",9,78.92,55.15
Missouri,"Nodaway County, MO",10,65.53,44.36
Missouri,"Nodaway County, MO",11,50.06,32.32
Missouri,"Nodaway County, MO",12,35,20.49
Missouri,"Nodaway County, MO",,61.78,42.92
Missouri,"Oregon County, MO",1,42.88,27.26
Missouri,"Oregon County, MO",2,48.14,31.23
Missouri,"Oregon County, MO",3,57.65,39.56
Missouri,"Oregon County, MO",4,67.2,48.14
Missouri,"Oregon County, MO",5,75.37,58.24
Missouri,"Oregon County, MO",6,83.67,67.86
Missouri,"Oregon County, MO",7,88.34,72.53
Missouri,"Oregon County, MO",8,89.01,71.3
Missouri,"Oregon County, MO",9,81.35,61.68
Missouri,"Oregon County, MO",10,70.07,50.6
Missouri,"Oregon County, MO",11,57.47,39.84
Missouri,"Oregon County, MO",12,45.71,30.32
Missouri,"Oregon County, MO",,67.33,49.97
Missouri,"Osage County, MO",1,37.37,22.26
Missouri,"Osage County, MO",2,42.9,26.34
Missouri,"Osage County, MO",3,54.51,35.82
Missouri,"Osage County, MO",4,65.43,45.2
Missouri,"Osage County, MO",5,74.32,55.49
Missouri,"Osage County, MO",6,83.08,65.6
Missouri,"Osage County, MO",7,88.43,70.65
Missouri,"Osage County, MO",8,88.16,68.78
Missouri,"Osage County, MO",9,79.66,58.65
Missouri,"Osage County, MO",10,68.09,47.45
Missouri,"Osage County, MO",11,54.76,36.58
Missouri,"Osage County, MO",12,41.85,26.13
Missouri,"Osage County, MO",,64.98,46.68
Missouri,"Ozark County, MO",1,44.09,26.65
Missouri,"Ozark County, MO",2,49.44,30.77
Missouri,"Ozark County, MO",3,59.25,39.1
Missouri,"Ozark County, MO",4,68.14,47.03
Missouri,"Ozark County, MO",5,75.89,57.24
Missouri,"Ozark County, MO",6,84.16,67.07
Missouri,"Ozark County, MO",7,89.17,71.63
Missouri,"Ozark County, MO",8,89.93,70.55
Missouri,"Ozark County, MO",9,81.9,60.81
Missouri,"Ozark County, MO",10,71.22,49.72
Missouri,"Ozark County, MO",11,58.86,38.98
Missouri,"Ozark County, MO",12,47.11,29.64
Missouri,"Ozark County, MO",,68.35,49.19
Missouri,"Pemiscot County, MO",1,43.95,29.15
Missouri,"Pemiscot County, MO",2,49.12,32.71
Missouri,"Pemiscot County, MO",3,59.23,40.48
Missouri,"Pemiscot County, MO",4,69.41,49.34
Missouri,"Pemiscot County, MO",5,78.71,60.82
Missouri,"Pemiscot County, MO",6,87.08,70.17
Missouri,"Pemiscot County, MO",7,89.91,73.44
Missouri,"Pemiscot County, MO",8,90.36,70.68
Missouri,"Pemiscot County, MO",9,83.72,60.93
Missouri,"Pemiscot County, MO",10,72.47,50.02
Missouri,"Pemiscot County, MO",11,59.52,40.61
Missouri,"Pemiscot County, MO",12,47.42,31.78
Missouri,"Pemiscot County, MO",,69.33,50.93
Missouri,"Perry County, MO",1,39.17,25.02
Missouri,"Perry County, MO",2,44.22,28.59
Missouri,"Perry County, MO",3,55.3,37.59
Missouri,"Perry County, MO",4,66.12,47.03
Missouri,"Perry County, MO",5,75.1,57.51
Missouri,"Perry County, MO",6,83.77,67.33
Missouri,"Perry County, MO",7,88.01,71.94
Missouri,"Perry County, MO",8,87.96,70.13
Missouri,"Perry County, MO",9,80.27,60.36
Missouri,"Perry County, MO",10,68.84,49.22
Missouri,"Perry County, MO",11,55.77,38.68
Missouri,"Perry County, MO",12,43.17,28.86
Missouri,"Perry County, MO",,65.74,48.62
Missouri,"Pettis County, MO",1,36.45,21.45
Missouri,"Pettis County, MO",2,42.13,25.61
Missouri,"Pettis County, MO",3,54.17,35.43
Missouri,"Pettis County, MO",4,64.99,44.52
Missouri,"Pettis County, MO",5,74.17,55.12
Missouri,"Pettis County, MO",6,83.42,65.22
Missouri,"Pettis County, MO",7,89.06,70.18
Missouri,"Pettis County, MO",8,88.86,68.07
Missouri,"Pettis County, MO",9,79.75,57.85
Missouri,"Pettis County, MO",10,67.8,46.76
Missouri,"Pettis County, MO",11,54.02,35.65
Missouri,"Pettis County, MO",12,40.76,25.1
Missouri,"Pettis County, MO",,64.74,46.01
Missouri,"Phelps County, MO",1,39.08,23.05
Missouri,"Phelps County, MO",2,44.58,27.05
Missouri,"Phelps County, MO",3,55.16,36.11
Missouri,"Phelps County, MO",4,65.41,45.1
Missouri,"Phelps County, MO",5,73.87,55.21
Missouri,"Phelps County, MO",6,82.33,65.03
Missouri,"Phelps County, MO",7,87.23,69.84
Missouri,"Phelps County, MO",8,87.35,68.38
Missouri,"Phelps County, MO",9,79.06,58.26
Missouri,"Phelps County, MO",10,68,47.34
Missouri,"Phelps County, MO",11,55.12,36.74
Missouri,"Phelps County, MO",12,42.87,26.53
Missouri,"Phelps County, MO",,65.1,46.65
Missouri,"Pike County, MO",1,33.82,19.66
Missouri,"Pike County, MO",2,39.06,23.59
Missouri,"Pike County, MO",3,51.67,33.61
Missouri,"Pike County, MO",4,63.39,43.56
Missouri,"Pike County, MO",5,73.04,53.95
Missouri,"Pike County, MO",6,82.38,64.11
Missouri,"Pike County, MO",7,88.03,68.94
Missouri,"Pike County, MO",8,88.37,66.8
Missouri,"Pike County, MO",9,79.5,56.52
Missouri,"Pike County, MO",10,66.87,45.56
Missouri,"Pike County, MO",11,52.8,34.9
Missouri,"Pike County, MO",12,38.69,24.05
Missouri,"Pike County, MO",,63.25,44.71
Missouri,"Platte County, MO",1,34.6,19.55
Missouri,"Platte County, MO",2,40.05,23.62
Missouri,"Platte County, MO",3,53.17,34.15
Missouri,"Platte County, MO",4,64.52,43.41
Missouri,"Platte County, MO",5,74.21,54.3
Missouri,"Platte County, MO",6,83.84,64.6
Missouri,"Platte County, MO",7,89.76,69.33
Missouri,"Platte County, MO",8,89.57,66.71
Missouri,"Platte County, MO",9,80.07,56.52
Missouri,"Platte County, MO",10,67.43,45.66
Missouri,"Platte County, MO",11,52.96,34.33
Missouri,"Platte County, MO",12,38.93,23.33
Missouri,"Platte County, MO",,64.21,44.73
Missouri,"Polk County, MO",1,39.98,24.03
Missouri,"Polk County, MO",2,45.55,28.15
Missouri,"Polk County, MO",3,56.13,36.9
Missouri,"Polk County, MO",4,65.97,45.46
Missouri,"Polk County, MO",5,74.44,55.87
Missouri,"Polk County, MO",6,83,65.67
Missouri,"Polk County, MO",7,88.38,70.42
Missouri,"Polk County, MO",8,88.49,69.04
Missouri,"Polk County, MO",9,79.72,59.26
Missouri,"Polk County, MO",10,68.6,48.11
Missouri,"Polk County, MO",11,55.75,37.16
Missouri,"Polk County, MO",12,43.68,27.16
Missouri,"Polk County, MO",,65.9,47.36
Missouri,"Pulaski County, MO",1,39.33,23.23
Missouri,"Pulaski County, MO",2,44.85,27.1
Missouri,"Pulaski County, MO",3,55.48,36.2
Missouri,"Pulaski County, MO",4,65.68,45.07
Missouri,"Pulaski County, MO",5,74.17,55.23
Missouri,"Pulaski County, MO",6,82.61,65.14
Missouri,"Pulaski County, MO",7,87.55,69.94
Missouri,"Pulaski County, MO",8,87.61,68.4
Missouri,"Pulaski County, MO",9,79.3,58.31
Missouri,"Pulaski County, MO",10,68.28,47.4
Missouri,"Pulaski County, MO",11,55.37,36.73
Missouri,"Pulaski County, MO",12,43.02,26.51
Missouri,"Pulaski County, MO",,65.37,46.7
Missouri,"Putnam County, MO",1,29.78,15.71
Missouri,"Putnam County, MO",2,35.21,19.8
Missouri,"Putnam County, MO",3,49.03,31.05
Missouri,"Putnam County, MO",4,61.38,41.71
Missouri,"Putnam County, MO",5,71.22,52.03
Missouri,"Putnam County, MO",6,80.98,62.26
Missouri,"Putnam County, MO",7,87.37,67.51
Missouri,"Putnam County, MO",8,86.48,65.03
Missouri,"Putnam County, MO",9,77.39,54.42
Missouri,"Putnam County, MO",10,64.18,43.17
Missouri,"Putnam County, MO",11,49.51,31.66
Missouri,"Putnam County, MO",12,34.81,20.27
Missouri,"Putnam County, MO",,60.73,42.16
Missouri,"Ralls County, MO",1,33.16,19.11
Missouri,"Ralls County, MO",2,38.74,23.33
Missouri,"Ralls County, MO",3,51.64,33.27
Missouri,"Ralls County, MO",4,63.37,43.28
Missouri,"Ralls County, MO",5,73.09,53.75
Missouri,"Ralls County, MO",6,82.51,63.98
Missouri,"Ralls County, MO",7,88.01,68.77
Missouri,"Ralls County, MO",8,88.13,66.33
Missouri,"Ralls County, MO",9,79.36,55.99
Missouri,"Ralls County, MO",10,66.64,45.12
Missouri,"Ralls County, MO",11,52.42,34.29
Missouri,"Ralls County, MO",12,38.08,23.35
Missouri,"Ralls County, MO",,63.04,44.32
Missouri,"Randolph County, MO",1,33.54,19.38
Missouri,"Randolph County, MO",2,39.46,24.02
Missouri,"Randolph County, MO",3,52.35,34.06
Missouri,"Randolph County, MO",4,63.91,44.01
Missouri,"Randolph County, MO",5,73.43,54.74
Missouri,"Randolph County, MO",6,82.81,65.01
Missouri,"Randolph County, MO",7,88.58,69.89
Missouri,"Randolph County, MO",8,88.4,67.39
Missouri,"Randolph County, MO",9,79.4,57.1
Missouri,"Randolph County, MO",10,66.73,45.77
Missouri,"Randolph County, MO",11,52.51,34.31
Missouri,"Randolph County, MO",12,38.37,23.36
Missouri,"Randolph County, MO",,63.4,45.02
Missouri,"Ray County, MO",1,34.49,19.86
Missouri,"Ray County, MO",2,40.06,24.06
Missouri,"Ray County, MO",3,52.96,34.41
Missouri,"Ray County, MO",4,64.2,43.72
Missouri,"Ray County, MO",5,73.89,54.59
Missouri,"Ray County, MO",6,83.39,64.78
Missouri,"Ray County, MO",7,89.06,69.5
Missouri,"Ray County, MO",8,88.83,66.96
Missouri,"Ray County, MO",9,79.62,56.81
Missouri,"Ray County, MO",10,67.04,45.86
Missouri,"Ray County, MO",11,52.82,34.59
Missouri,"Ray County, MO",12,39.04,23.76
Missouri,"Ray County, MO",,63.9,45.01
Missouri,"Reynolds County, MO",1,40.51,25.11
Missouri,"Reynolds County, MO",2,45.71,29.16
Missouri,"Reynolds County, MO",3,55.69,37.9
Missouri,"Reynolds County, MO",4,65.62,47.01
Missouri,"Reynolds County, MO",5,73.82,56.91
Missouri,"Reynolds County, MO",6,81.98,66.39
Missouri,"Reynolds County, MO",7,86.9,71.17
Missouri,"Reynolds County, MO",8,87.3,69.88
Missouri,"Reynolds County, MO",9,79.57,60.28
Missouri,"Reynolds County, MO",10,68.42,49.37
Missouri,"Reynolds County, MO",11,55.67,38.59
Missouri,"Reynolds County, MO",12,43.74,28.65
Missouri,"Reynolds County, MO",,65.5,48.46
Missouri,"Ripley County, MO",1,42.76,27.64
Missouri,"Ripley County, MO",2,47.96,31.39
Missouri,"Ripley County, MO",3,57.81,39.53
Missouri,"Ripley County, MO",4,67.71,48.09
Missouri,"Ripley County, MO",5,76.15,58.53
Missouri,"Ripley County, MO",6,84.62,68.21
Missouri,"Ripley County, MO",7,89.42,72.82
Missouri,"Ripley County, MO",8,90.45,71.21
Missouri,"Ripley County, MO",9,82.71,61.44
Missouri,"Ripley County, MO",10,70.85,50.11
Missouri,"Ripley County, MO",11,57.83,39.7
Missouri,"Ripley County, MO",12,45.74,30.48
Missouri,"Ripley County, MO",,67.93,50.02
Missouri,"St. Charles County, MO",1,36.32,21.67
Missouri,"St. Charles County, MO",2,41.48,25.45
Missouri,"St. Charles County, MO",3,53.44,35.14
Missouri,"St. Charles County, MO",4,64.71,44.69
Missouri,"St. Charles County, MO",5,74.12,55.14
Missouri,"St. Charles County, MO",6,83.11,65.09
Missouri,"St. Charles County, MO",7,88.49,69.92
Missouri,"St. Charles County, MO",8,88.89,67.96
Missouri,"St. Charles County, MO",9,80.47,57.76
Missouri,"St. Charles County, MO",10,68.06,46.66
Missouri,"St. Charles County, MO",11,54.31,36.15
Missouri,"St. Charles County, MO",12,40.88,25.86
Missouri,"St. Charles County, MO",,64.63,46.06
Missouri,"St. Clair County, MO",1,38.93,23.21
Missouri,"St. Clair County, MO",2,44.64,27.24
Missouri,"St. Clair County, MO",3,56.12,36.6
Missouri,"St. Clair County, MO",4,66.29,45.15
Missouri,"St. Clair County, MO",5,75.01,55.76
Missouri,"St. Clair County, MO",6,84.11,65.84
Missouri,"St. Clair County, MO",7,89.97,70.83
Missouri,"St. Clair County, MO",8,90.16,68.75
Missouri,"St. Clair County, MO",9,80.89,58.53
Missouri,"St. Clair County, MO",10,69.42,47.58
Missouri,"St. Clair County, MO",11,55.77,36.57
Missouri,"St. Clair County, MO",12,42.89,26.18
Missouri,"St. Clair County, MO",,66.29,46.95
Missouri,"Ste. Genevieve County, MO",1,38.33,23.97
Missouri,"Ste. Genevieve County, MO",2,43.43,27.65
Missouri,"Ste. Genevieve County, MO",3,54.53,36.79
Missouri,"Ste. Genevieve County, MO",4,65.41,46.36
Missouri,"Ste. Genevieve County, MO",5,74.31,56.68
Missouri,"Ste. Genevieve County, MO",6,83.08,66.47
Missouri,"Ste. Genevieve County, MO",7,87.83,71.16
Missouri,"Ste. Genevieve County, MO",8,88.11,69.55
Missouri,"Ste. Genevieve County, MO",9,80.13,59.68
Missouri,"Ste. Genevieve County, MO",10,68.42,48.58
Missouri,"Ste. Genevieve County, MO",11,55.19,37.94
Missouri,"Ste. Genevieve County, MO",12,42.43,27.92
Missouri,"Ste. Genevieve County, MO",,65.2,47.83
Missouri,"St. Francois County, MO",1,38.4,23.6
Missouri,"St. Francois County, MO",2,43.59,27.44
Missouri,"St. Francois County, MO",3,54.32,36.63
Missouri,"St. Francois County, MO",4,64.95,46.11
Missouri,"St. Francois County, MO",5,73.49,56.1
Missouri,"St. Francois County, MO",6,82.05,65.75
Missouri,"St. Francois County, MO",7,86.97,70.49
Missouri,"St. Francois County, MO",8,87.3,69.18
Missouri,"St. Francois County, MO",9,79.36,59.45
Missouri,"St. Francois County, MO",10,67.84,48.37
Missouri,"St. Francois County, MO",11,54.78,37.62
Missouri,"St. Francois County, MO",12,42.27,27.47
Missouri,"St. Francois County, MO",,64.71,47.45
Missouri,"St. Louis County, MO",1,36.69,22.34
Missouri,"St. Louis County, MO",2,41.89,26.06
Missouri,"St. Louis County, MO",3,53.68,35.62
Missouri,"St. Louis County, MO",4,64.9,45.2
Missouri,"St. Louis County, MO",5,74.34,55.7
Missouri,"St. Louis County, MO",6,83.33,65.59
Missouri,"St. Louis County, MO",7,88.5,70.28
Missouri,"St. Louis County, MO",8,88.98,68.37
Missouri,"St. Louis County, MO",9,80.71,58.27
Missouri,"St. Louis County, MO",10,68.28,47.18
Missouri,"St. Louis County, MO",11,54.57,36.7
Missouri,"St. Louis County, MO",12,41.24,26.49
Missouri,"St. Louis County, MO",,64.87,46.58
Missouri,"Saline County, MO",1,34.99,20.4
Missouri,"Saline County, MO",2,40.88,24.83
Missouri,"Saline County, MO",3,53.67,34.95
Missouri,"Saline County, MO",4,64.98,44.6
Missouri,"Saline County, MO",5,74.49,55.42
Missouri,"Saline County, MO",6,83.79,65.69
Missouri,"Saline County, MO",7,89.21,70.3
Missouri,"Saline County, MO",8,89.05,67.78
Missouri,"Saline County, MO",9,80.14,57.62
Missouri,"Saline County, MO",10,67.82,46.62
Missouri,"Saline County, MO",11,53.65,35.24
Missouri,"Saline County, MO",12,39.62,24.28
Missouri,"Saline County, MO",,64.47,45.75
Missouri,"Schuyler County, MO",1,29.9,16.07
Missouri,"Schuyler County, MO",2,35.25,20.32
Missouri,"Schuyler County, MO",3,48.95,31.39
Missouri,"Schuyler County, MO",4,61.28,42.11
Missouri,"Schuyler County, MO",5,71.21,52.45
Missouri,"Schuyler County, MO",6,80.96,62.69
Missouri,"Schuyler County, MO",7,87.28,67.94
Missouri,"Schuyler County, MO",8,86.47,65.63
Missouri,"Schuyler County, MO",9,77.42,55.07
Missouri,"Schuyler County, MO",10,64.25,43.75
Missouri,"Schuyler County, MO",11,49.6,32.28
Missouri,"Schuyler County, MO",12,34.92,20.83
Missouri,"Schuyler County, MO",,60.74,42.65
Missouri,"Scotland County, MO",1,30.61,16.75
Missouri,"Scotland County, MO",2,35.84,21.04
Missouri,"Scotland County, MO",3,49.41,31.88
Missouri,"Scotland County, MO",4,61.74,42.59
Missouri,"Scotland County, MO",5,71.8,53.06
Missouri,"Scotland County, MO",6,81.47,63.27
Missouri,"Scotland County, MO",7,87.43,68.37
Missouri,"Scotland County, MO",8,86.87,65.99
Missouri,"Scotland County, MO",9,78.04,55.51
Missouri,"Scotland County, MO",10,64.91,44.37
Missouri,"Scotland County, MO",11,50.31,33.05
Missouri,"Scotland County, MO",12,35.63,21.63
Missouri,"Scotland County, MO",,61.29,43.23
Missouri,"Scott County, MO",1,41.36,26.71
Missouri,"Scott County, MO",2,46.52,30.48
Missouri,"Scott County, MO",3,57.11,38.8
Missouri,"Scott County, MO",4,67.69,47.78
Missouri,"Scott County, MO",5,76.94,58.79
Missouri,"Scott County, MO",6,85.46,68.45
Missouri,"Scott County, MO",7,88.81,72.56
Missouri,"Scott County, MO",8,88.57,70.23
Missouri,"Scott County, MO",9,81.44,60.41
Missouri,"Scott County, MO",10,70.4,49.23
Missouri,"Scott County, MO",11,57.44,39.39
Missouri,"Scott County, MO",12,45.12,30.11
Missouri,"Scott County, MO",,67.33,49.5
Missouri,"Shannon County, MO",1,41.32,25.41
Missouri,"Shannon County, MO",2,46.54,29.42
Missouri,"Shannon County, MO",3,56.5,38.14
Missouri,"Shannon County, MO",4,66.04,46.94
Missouri,"Shannon County, MO",5,74.11,56.87
Missouri,"Shannon County, MO",6,82.3,66.45
Missouri,"Shannon County, MO",7,87.08,71.18
Missouri,"Shannon County, MO",8,87.52,69.93
Missouri,"Shannon County, MO",9,79.73,60.2
Missouri,"Shannon County, MO",10,68.79,49.32
Missouri,"Shannon County, MO",11,56.35,38.62
Missouri,"Shannon County, MO",12,44.53,28.82
Missouri,"Shannon County, MO",,65.99,48.53
Missouri,"Shelby County, MO",1,32.48,18.89
Missouri,"Shelby County, MO",2,38,23.26
Missouri,"Shelby County, MO",3,50.88,33.4
Missouri,"Shelby County, MO",4,62.77,43.74
Missouri,"Shelby County, MO",5,72.49,54.3
Missouri,"Shelby County, MO",6,82.11,64.51
Missouri,"Shelby County, MO",7,87.69,69.45
Missouri,"Shelby County, MO",8,87.45,67.12
Missouri,"Shelby County, MO",9,78.75,56.9
Missouri,"Shelby County, MO",10,65.84,45.74
Missouri,"Shelby County, MO",11,51.61,34.48
Missouri,"Shelby County, MO",12,37.43,23.28
Missouri,"Shelby County, MO",,62.4,44.69
Missouri,"Stoddard County, MO",1,42.2,27.76
Missouri,"Stoddard County, MO",2,47.31,31.44
Missouri,"Stoddard County, MO",3,57.63,39.59
Missouri,"Stoddard County, MO",4,67.99,48.42
Missouri,"Stoddard County, MO",5,77.25,59.63
Missouri,"Stoddard County, MO",6,85.84,69.22
Missouri,"Stoddard County, MO",7,89.44,73.18
Missouri,"Stoddard County, MO",8,89.89,70.9
Missouri,"Stoddard County, MO",9,82.7,61.25
Missouri,"Stoddard County, MO",10,71.09,50.02
Missouri,"Stoddard County, MO",11,57.94,40.01
Missouri,"Stoddard County, MO",12,45.66,30.87
Missouri,"Stoddard County, MO",,68,50.28
Missouri,"Stone County, MO",1,42.95,25.7
Missouri,"Stone County, MO",2,48.39,29.92
Missouri,"Stone County, MO",3,58.01,37.98
Missouri,"Stone County, MO",4,67.03,45.97
Missouri,"Stone County, MO",5,75.04,56.35
Missouri,"Stone County, MO",6,83.18,65.89
Missouri,"Stone County, MO",7,88.62,70.48
Missouri,"Stone County, MO",8,89.08,69.3
Missouri,"Stone County, MO",9,80.77,59.76
Missouri,"Stone County, MO",10,70.03,48.82
Missouri,"Stone County, MO",11,57.52,38.12
Missouri,"Stone County, MO",12,46.05,28.58
Missouri,"Stone County, MO",,67.31,48.16
Missouri,"Sullivan County, MO",1,30.96,16.91
Missouri,"Sullivan County, MO",2,36.45,21.02
Missouri,"Sullivan County, MO",3,50.01,31.97
Missouri,"Sullivan County, MO",4,62.13,42.4
Missouri,"Sullivan County, MO",5,71.93,52.85
Missouri,"Sullivan County, MO",6,81.67,63.07
Missouri,"Sullivan County, MO",7,87.75,68.18
Missouri,"Sullivan County, MO",8,86.92,65.59
Missouri,"Sullivan County, MO",9,78.01,55.15
Missouri,"Sullivan County, MO",10,64.9,43.97
Missouri,"Sullivan County, MO",11,50.35,32.49
Missouri,"Sullivan County, MO",12,35.9,21.3
Missouri,"Sullivan County, MO",,61.53,43.02
Missouri,"Taney County, MO",1,43.6,26.31
Missouri,"Taney County, MO",2,48.99,30.49
Missouri,"Taney County, MO",3,58.66,38.7
Missouri,"Taney County, MO",4,67.57,46.72
Missouri,"Taney County, MO",5,75.49,57.01
Missouri,"Taney County, MO",6,83.7,66.66
Missouri,"Taney County, MO",7,88.9,71.22
Missouri,"Taney County, MO",8,89.49,70.09
Missouri,"Taney County, MO",9,81.32,60.5
Missouri,"Taney County, MO",10,70.57,49.51
Missouri,"Taney County, MO",11,58.23,38.77
Missouri,"Taney County, MO",12,46.63,29.28
Missouri,"Taney County, MO",,67.85,48.86
Missouri,"Texas County, MO",1,40.29,24.04
Missouri,"Texas County, MO",2,45.55,28.03
Missouri,"Texas County, MO",3,55.68,36.85
Missouri,"Texas County, MO",4,65.06,45.54
Missouri,"Texas County, MO",5,73.34,55.61
Missouri,"Texas County, MO",6,81.67,65.22
Missouri,"Texas County, MO",7,86.49,69.95
Missouri,"Texas County, MO",8,86.78,68.74
Missouri,"Texas County, MO",9,78.7,59.03
Missouri,"Texas County, MO",10,67.78,48.09
Missouri,"Texas County, MO",11,55.51,37.35
Missouri,"Texas County, MO",12,43.7,27.41
Missouri,"Texas County, MO",,65.13,47.25
Missouri,"Vernon County, MO",1,39.63,23.77
Missouri,"Vernon County, MO",2,45.37,27.85
Missouri,"Vernon County, MO",3,56.69,37.01
Missouri,"Vernon County, MO",4,66.72,45.32
Missouri,"Vernon County, MO",5,75.59,56.24
Missouri,"Vernon County, MO",6,84.61,66.24
Missouri,"Vernon County, MO",7,90.27,71
Missouri,"Vernon County, MO",8,90.43,68.78
Missouri,"Vernon County, MO",9,81.27,58.67
Missouri,"Vernon County, MO",10,69.86,47.85
Missouri,"Vernon County, MO",11,56.18,36.94
Missouri,"Vernon County, MO",12,43.36,26.55
Missouri,"Vernon County, MO",,66.77,47.28
Missouri,"Warren County, MO",1,35.74,21.31
Missouri,"Warren County, MO",2,40.79,25.31
Missouri,"Warren County, MO",3,52.64,35.1
Missouri,"Warren County, MO",4,64.1,44.91
Missouri,"Warren County, MO",5,73.51,55.31
Missouri,"Warren County, MO",6,82.47,65.26
Missouri,"Warren County, MO",7,87.72,70.13
Missouri,"Warren County, MO",8,87.73,68.41
Missouri,"Warren County, MO",9,79.23,58.38
Missouri,"Warren County, MO",10,67.28,47.26
Missouri,"Warren County, MO",11,53.68,36.44
Missouri,"Warren County, MO",12,40.34,25.65
Missouri,"Warren County, MO",,63.88,46.22
Missouri,"Washington County, MO",1,38.33,23.06
Missouri,"Washington County, MO",2,43.66,26.8
Missouri,"Washington County, MO",3,54.35,36.12
Missouri,"Washington County, MO",4,65.02,45.55
Missouri,"Washington County, MO",5,73.46,55.48
Missouri,"Washington County, MO",6,81.94,65.13
Missouri,"Washington County, MO",7,87.16,69.98
Missouri,"Washington County, MO",8,87.46,68.62
Missouri,"Washington County, MO",9,79.37,58.7
Missouri,"Washington County, MO",10,67.95,47.74
Missouri,"Washington County, MO",11,54.88,37.15
Missouri,"Washington County, MO",12,42.22,26.81
Missouri,"Washington County, MO",,64.75,46.86
Missouri,"Wayne County, MO",1,41.51,26.84
Missouri,"Wayne County, MO",2,46.66,30.69
Missouri,"Wayne County, MO",3,56.81,39.14
Missouri,"Wayne County, MO",4,66.98,48.1
Missouri,"Wayne County, MO",5,75.57,58.44
Missouri,"Wayne County, MO",6,83.98,68.02
Missouri,"Wayne County, MO",7,88.59,72.61
Missouri,"Wayne County, MO",8,89.34,71.09
Missouri,"Wayne County, MO",9,81.65,61.38
Missouri,"Wayne County, MO",10,70.01,50.18
Missouri,"Wayne County, MO",11,56.96,39.6
Missouri,"Wayne County, MO",12,44.8,30.16
Missouri,"Wayne County, MO",,67,49.78
Missouri,"Webster County, MO",1,40.16,24.3
Missouri,"Webster County, MO",2,45.54,28.43
Missouri,"Webster County, MO",3,55.36,37.03
Missouri,"Webster County, MO",4,64.85,45.71
Missouri,"Webster County, MO",5,73.13,55.92
Missouri,"Webster County, MO",6,81.47,65.5
Missouri,"Webster County, MO",7,86.53,70.16
Missouri,"Webster County, MO",8,86.76,69.06
Missouri,"Webster County, MO",9,78.43,59.56
Missouri,"Webster County, MO",10,67.55,48.59
Missouri,"Webster County, MO",11,55.05,37.56
Missouri,"Webster County, MO",12,43.48,27.56
Missouri,"Webster County, MO",,64.95,47.54
Missouri,"Worth County, MO",1,30.25,16.39
